File_name,Compound_name,Column,Organic_modifier,pH,Additive,Retention_time,Peak_Area_IC,S.N,Concentration_(mol/L),SMILES,slope
200323,O-Desmethylvenlafaxine,C18-Mixed,Acetonitrile,5,Acetate,6.64,1.24651E+11,629.133,0.056403238,CN(C)CC(c1ccc(cc1)O)C1(CCCCC1)O,2.21E+12
200323,O-Desmethylvenlafaxine,C18-Mixed,Methanol,5,Acetate,9.2,26277729697,1547.787,0.002820162,CN(C)CC(c1ccc(cc1)O)C1(CCCCC1)O,9.31781E+12
200323,O-Desmethylvenlafaxine,C18-Mixed,Methanol,5,Acetate,9.2,40831343994,2058.238,0.005640324,CN(C)CC(c1ccc(cc1)O)C1(CCCCC1)O,7.23918E+12
200323,O-Desmethylvenlafaxine,C18-Mixed,Methanol,5,Acetate,9.2,63333507759,918.03,0.01410081,CN(C)CC(c1ccc(cc1)O)C1(CCCCC1)O,4.49148E+12
200323,O-Desmethylvenlafaxine,C18-Mixed,Methanol,5,Acetate,9.19,1.02271E+11,1148.296,0.028201619,CN(C)CC(c1ccc(cc1)O)C1(CCCCC1)O,3.62643E+12
200323,O-Desmethylvenlafaxine,C18-Mixed,Methanol,5,Acetate,9.19,1.58135E+11,835.702,0.056403238,CN(C)CC(c1ccc(cc1)O)C1(CCCCC1)O,2.80366E+12
200323,Parathion,C18-Mixed,Acetonitrile,5,Acetate,15.14,912421506.7,178.461,0.002560874,CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,3.56293E+11
200323,Parathion,C18-Mixed,Acetonitrile,5,Acetate,15.14,2012817587,329.409,0.005121749,CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,3.92994E+11
200323,Parathion,C18-Mixed,Acetonitrile,5,Acetate,15.14,4633998489,702.008,0.012804371,CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,3.61908E+11
200323,Parathion,C18-Mixed,Acetonitrile,5,Acetate,15.14,9400026153,1495.635,0.025608743,CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,3.67063E+11
200323,Parathion,C18-Mixed,Acetonitrile,5,Acetate,15.14,18667471226,3541.926,0.051217486,CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,3.64475E+11
200323,Parathion,C18-Mixed,Methanol,5,Acetate,16.67,3268843949,575.734,0.002560874,CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,1.27646E+12
200323,Parathion,C18-Mixed,Methanol,5,Acetate,16.67,6372405452,1314.821,0.005121749,CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,1.24419E+12
200323,Parathion,C18-Mixed,Methanol,5,Acetate,16.67,14865574355,2850.492,0.012804371,CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,1.16098E+12
200323,Parathion,C18-Mixed,Methanol,5,Acetate,16.67,26993534490,4886.093,0.025608743,CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,1.05407E+12
200323,Parathion,C18-Mixed,Methanol,5,Acetate,16.67,43538636981,7453.669,0.051217486,CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,8.50074E+11
200323,Phenazone (Antipyrine),C18-Mixed,Acetonitrile,5,Acetate,6.53,12724016953,91.921,0.003823579,Cc1cc(=O)n(c2ccccc2)n1C,3.32778E+12
200323,Phenazone (Antipyrine),C18-Mixed,Acetonitrile,5,Acetate,6.53,25416079952,153.417,0.007647158,Cc1cc(=O)n(c2ccccc2)n1C,3.3236E+12
200323,Phenazone (Antipyrine),C18-Mixed,Acetonitrile,5,Acetate,6.53,43848579493,242.274,0.019117895,Cc1cc(=O)n(c2ccccc2)n1C,2.29359E+12
200323,Phenazone (Antipyrine),C18-Mixed,Acetonitrile,5,Acetate,6.53,74750648678,461.029,0.038235789,Cc1cc(=O)n(c2ccccc2)n1C,1.95499E+12
200323,Phenazone (Antipyrine),C18-Mixed,Acetonitrile,5,Acetate,6.51,99254346722,701.422,0.076471579,Cc1cc(=O)n(c2ccccc2)n1C,1.29792E+12
200323,Phenazone (Antipyrine),C18-Mixed,Methanol,5,Acetate,9.04,17820297198,381.952,0.003823579,Cc1cc(=O)n(c2ccccc2)n1C,4.66063E+12
200323,Phenazone (Antipyrine),C18-Mixed,Methanol,5,Acetate,9.05,30749556225,658.954,0.007647158,Cc1cc(=O)n(c2ccccc2)n1C,4.02104E+12
200323,Phenazone (Antipyrine),C18-Mixed,Methanol,5,Acetate,9.05,60361887632,963.012,0.019117895,Cc1cc(=O)n(c2ccccc2)n1C,3.15735E+12
200323,Phenazone (Antipyrine),C18-Mixed,Methanol,5,Acetate,9.04,95118692892,2082.679,0.038235789,Cc1cc(=O)n(c2ccccc2)n1C,2.48769E+12
200323,Phenazone (Antipyrine),C18-Mixed,Methanol,5,Acetate,9.04,1.44642E+11,2382.58,0.076471579,Cc1cc(=O)n(c2ccccc2)n1C,1.89144E+12
200323,Progesterone,C18-Mixed,Acetonitrile,5,Acetate,14.99,14444922270,2046.768,0.002431603,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,5.94049E+12
200323,Progesterone,C18-Mixed,Acetonitrile,5,Acetate,14.99,25579017610,4006.83,0.004863206,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,5.2597E+12
200323,Progesterone,C18-Mixed,Acetonitrile,5,Acetate,14.99,51112375098,6913.291,0.012158014,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,4.20401E+12
200323,Progesterone,C18-Mixed,Acetonitrile,5,Acetate,14.99,85235375645,11678.838,0.024316029,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,3.50532E+12
200323,Progesterone,C18-Mixed,Acetonitrile,5,Acetate,14.99,1.27883E+11,14511.13,0.048632057,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,2.62959E+12
200323,Progesterone,C18-Mixed,Methanol,5,Acetate,17.82,18627467754,2608.14,0.002431603,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,7.66057E+12
200323,Progesterone,C18-Mixed,Methanol,5,Acetate,17.82,35842828840,5418.425,0.004863206,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,7.37021E+12
200323,Progesterone,C18-Mixed,Methanol,5,Acetate,17.82,74077786485,9182.433,0.012158014,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,6.09292E+12
200323,Progesterone,C18-Mixed,Methanol,5,Acetate,17.82,1.28452E+11,17070.46,0.024316029,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,5.2826E+12
200323,Progesterone,C18-Mixed,Methanol,5,Acetate,17.82,1.72383E+11,19402.705,0.048632057,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,3.54463E+12
200323,Prometryn,C18-Mixed,Acetonitrile,5,Acetate,13.19,31938450641,1641.262,0.003146505,CC(C)N=c1[nH]c(=NC(C)C)[nH]c(n1)SC,1.01505E+13
200323,Prometryn,C18-Mixed,Acetonitrile,5,Acetate,13.19,51421612419,2214.048,0.006293011,CC(C)N=c1[nH]c(=NC(C)C)[nH]c(n1)SC,8.17123E+12
200323,Prometryn,C18-Mixed,Acetonitrile,5,Acetate,13.19,91498343048,3715.941,0.015732527,CC(C)N=c1[nH]c(=NC(C)C)[nH]c(n1)SC,5.81587E+12
200323,Prometryn,C18-Mixed,Acetonitrile,5,Acetate,13.19,1.3104E+11,5362.396,0.031465054,CC(C)N=c1[nH]c(=NC(C)C)[nH]c(n1)SC,4.16461E+12
200323,Prometryn,C18-Mixed,Acetonitrile,5,Acetate,13.19,1.5814E+11,6572.011,0.062930108,CC(C)N=c1[nH]c(=NC(C)C)[nH]c(n1)SC,2.51294E+12
200323,Prometryn,C18-Mixed,Methanol,5,Acetate,16.16,36571337423,5560.248,0.003146505,CC(C)N=c1[nH]c(=NC(C)C)[nH]c(n1)SC,1.16228E+13
200323,Prometryn,C18-Mixed,Methanol,5,Acetate,16.18,64136374056,7904.417,0.006293011,CC(C)N=c1[nH]c(=NC(C)C)[nH]c(n1)SC,1.01917E+13
200323,Prometryn,C18-Mixed,Methanol,5,Acetate,16.18,1.17873E+11,13606.35,0.015732527,CC(C)N=c1[nH]c(=NC(C)C)[nH]c(n1)SC,7.49229E+12
200323,Prometryn,C18-Mixed,Methanol,5,Acetate,16.16,1.65462E+11,18631.288,0.031465054,CC(C)N=c1[nH]c(=NC(C)C)[nH]c(n1)SC,5.25858E+12
200323,Prometryn,C18-Mixed,Methanol,5,Acetate,16.16,2.04399E+11,17047.174,0.062930108,CC(C)N=c1[nH]c(=NC(C)C)[nH]c(n1)SC,3.24803E+12
200323,Propanil,C18-Mixed,Acetonitrile,5,Acetate,12.11,1938474857,33.398,0.003489216,CCC(=Nc1ccc(c(c1)Cl)Cl)O,5.55562E+11
200323,Propanil,C18-Mixed,Acetonitrile,5,Acetate,12.11,3813057325,83.374,0.006978432,CCC(=Nc1ccc(c(c1)Cl)Cl)O,5.46406E+11
200323,Propanil,C18-Mixed,Acetonitrile,5,Acetate,12.11,9341570944,144.046,0.017446081,CCC(=Nc1ccc(c(c1)Cl)Cl)O,5.35454E+11
200323,Propanil,C18-Mixed,Acetonitrile,5,Acetate,12.11,17048090289,334.164,0.034892162,CCC(=Nc1ccc(c(c1)Cl)Cl)O,4.88594E+11
200323,Propanil,C18-Mixed,Acetonitrile,5,Acetate,12.11,30425290900,407.312,0.069784323,CCC(=Nc1ccc(c(c1)Cl)Cl)O,4.3599E+11
200323,Propanil,C18-Mixed,Methanol,5,Acetate,14.99,6024848919,350.242,0.003489216,CCC(=Nc1ccc(c(c1)Cl)Cl)O,1.72671E+12
200323,Propanil,C18-Mixed,Methanol,5,Acetate,14.99,11255313033,713.483,0.006978432,CCC(=Nc1ccc(c(c1)Cl)Cl)O,1.61287E+12
200323,Propanil,C18-Mixed,Methanol,5,Acetate,14.99,24403637874,1629.912,0.017446081,CCC(=Nc1ccc(c(c1)Cl)Cl)O,1.3988E+12
200323,Propanil,C18-Mixed,Methanol,5,Acetate,14.99,45386198931,2955.109,0.034892162,CCC(=Nc1ccc(c(c1)Cl)Cl)O,1.30076E+12
200323,Propanil,C18-Mixed,Methanol,5,Acetate,14.99,76653705379,4247.205,0.069784323,CCC(=Nc1ccc(c(c1)Cl)Cl)O,1.09844E+12
200323,Propylthiouracil,C18-Mixed,Acetonitrile,5,Acetate,5.41,818325442.7,105.1,0.004399088,CCCc1cc(nc(n1)S)O,1.86022E+11
200323,Propylthiouracil,C18-Mixed,Acetonitrile,5,Acetate,5.41,1582370104,251.911,0.008798176,CCCc1cc(nc(n1)S)O,1.79852E+11
200323,Propylthiouracil,C18-Mixed,Acetonitrile,5,Acetate,5.41,4149564062,580.482,0.02199544,CCCc1cc(nc(n1)S)O,1.88656E+11
200323,Propylthiouracil,C18-Mixed,Acetonitrile,5,Acetate,5.41,7530705088,960.618,0.04399088,CCCc1cc(nc(n1)S)O,1.71188E+11
200323,Propylthiouracil,C18-Mixed,Acetonitrile,5,Acetate,5.41,14945946284,2451.063,0.08798176,CCCc1cc(nc(n1)S)O,1.69876E+11
200323,Propylthiouracil,C18-Mixed,Methanol,5,Acetate,7.68,1321517838,167.024,0.004399088,CCCc1cc(nc(n1)S)O,3.00407E+11
200323,Propylthiouracil,C18-Mixed,Methanol,5,Acetate,7.7,2582664274,287.117,0.008798176,CCCc1cc(nc(n1)S)O,2.93545E+11
200323,Propylthiouracil,C18-Mixed,Methanol,5,Acetate,7.7,6769792220,684.474,0.02199544,CCCc1cc(nc(n1)S)O,3.07782E+11
200323,Propylthiouracil,C18-Mixed,Methanol,5,Acetate,7.7,12628847818,1077.733,0.04399088,CCCc1cc(nc(n1)S)O,2.87079E+11
200323,Propylthiouracil,C18-Mixed,Methanol,5,Acetate,7.7,24439826472,2854.701,0.08798176,CCCc1cc(nc(n1)S)O,2.77783E+11
200323,Quinoxaline,C18-Mixed,Acetonitrile,5,Acetate,6.88,74771445.86,18.327,0.005423268,c1ccc2c(c1)nccn2,13787156508
200323,Quinoxaline,C18-Mixed,Acetonitrile,5,Acetate,6.88,172322320.4,36.889,0.010846536,c1ccc2c(c1)nccn2,15887313494
200323,Quinoxaline,C18-Mixed,Acetonitrile,5,Acetate,6.88,412456740.7,105.409,0.02711634,c1ccc2c(c1)nccn2,15210634409
200323,Quinoxaline,C18-Mixed,Acetonitrile,5,Acetate,6.88,792645509.4,156.402,0.054232681,c1ccc2c(c1)nccn2,14615643135
200323,Quinoxaline,C18-Mixed,Acetonitrile,5,Acetate,6.88,1653981381,364.625,0.108465362,c1ccc2c(c1)nccn2,15248936207
200323,Quinoxaline,C18-Mixed,Methanol,5,Acetate,9.84,134176744,17.368,0.005423268,c1ccc2c(c1)nccn2,24740938852
200323,Quinoxaline,C18-Mixed,Methanol,5,Acetate,9.86,272540956.8,36.228,0.010846536,c1ccc2c(c1)nccn2,25127003919
200323,Quinoxaline,C18-Mixed,Methanol,5,Acetate,9.84,758304223.1,101.52,0.02711634,c1ccc2c(c1)nccn2,27964843758
200323,Quinoxaline,C18-Mixed,Methanol,5,Acetate,9.84,1501466822,182.696,0.054232681,c1ccc2c(c1)nccn2,27685646340
200323,Quinoxaline,C18-Mixed,Methanol,5,Acetate,9.84,2935337318,353.912,0.108465362,c1ccc2c(c1)nccn2,27062439769
200323,Reserpine,C18-Mixed,Acetonitrile,5,Acetate,14.41,16168461208,2802.782,0.001290362,COc1ccc2c3CCN4CC5CC(C(C(C5CC4c3[nH]c2c1)C(=O)OC)OC)OC(=O)c1cc(c(c(c1)OC)OC)OC,1.25302E+13
200323,Reserpine,C18-Mixed,Acetonitrile,5,Acetate,14.42,14861664952,2311.994,0.002580724,COc1ccc2c3CCN4CC5CC(C(C(C5CC4c3[nH]c2c1)C(=O)OC)OC)OC(=O)c1cc(c(c(c1)OC)OC)OC,5.75872E+12
200323,Reserpine,C18-Mixed,Acetonitrile,5,Acetate,14.42,38559841951,2543.39,0.00645181,COc1ccc2c3CCN4CC5CC(C(C(C5CC4c3[nH]c2c1)C(=O)OC)OC)OC(=O)c1cc(c(c(c1)OC)OC)OC,5.97659E+12
200323,Reserpine,C18-Mixed,Acetonitrile,5,Acetate,14.42,45491815204,2351.854,0.01290362,COc1ccc2c3CCN4CC5CC(C(C(C5CC4c3[nH]c2c1)C(=O)OC)OC)OC(=O)c1cc(c(c(c1)OC)OC)OC,3.52551E+12
200323,Reserpine,C18-Mixed,Acetonitrile,5,Acetate,14.42,89554236700,5154.14,0.02580724,COc1ccc2c3CCN4CC5CC(C(C(C5CC4c3[nH]c2c1)C(=O)OC)OC)OC(=O)c1cc(c(c(c1)OC)OC)OC,3.47012E+12
200323,Reserpine,C18-Mixed,Methanol,5,Acetate,17.07,12006569728,1433.577,0.001290362,COc1ccc2c3CCN4CC5CC(C(C(C5CC4c3[nH]c2c1)C(=O)OC)OC)OC(=O)c1cc(c(c(c1)OC)OC)OC,9.30481E+12
200323,Reserpine,C18-Mixed,Methanol,5,Acetate,17.08,10977158998,1555.979,0.002580724,COc1ccc2c3CCN4CC5CC(C(C(C5CC4c3[nH]c2c1)C(=O)OC)OC)OC(=O)c1cc(c(c(c1)OC)OC)OC,4.25352E+12
200323,Reserpine,C18-Mixed,Methanol,5,Acetate,17.07,36346202964,2740.182,0.00645181,COc1ccc2c3CCN4CC5CC(C(C(C5CC4c3[nH]c2c1)C(=O)OC)OC)OC(=O)c1cc(c(c(c1)OC)OC)OC,5.63349E+12
200323,Reserpine,C18-Mixed,Methanol,5,Acetate,17.07,42978335953,3165.978,0.01290362,COc1ccc2c3CCN4CC5CC(C(C(C5CC4c3[nH]c2c1)C(=O)OC)OC)OC(=O)c1cc(c(c(c1)OC)OC)OC,3.33072E+12
200323,Reserpine,C18-Mixed,Methanol,5,Acetate,17.07,83801318633,8965.286,0.02580724,COc1ccc2c3CCN4CC5CC(C(C(C5CC4c3[nH]c2c1)C(=O)OC)OC)OC(=O)c1cc(c(c(c1)OC)OC)OC,3.2472E+12
200323,Sebuthylazine,C18-Mixed,Acetonitrile,5,Acetate,11.98,17154474805,516.835,0.003229897,CCC(C)N=c1[nH]c(Cl)nc(=NCC)[nH]1,5.31115E+12
200323,Sebuthylazine,C18-Mixed,Acetonitrile,5,Acetate,11.98,29656264489,826.428,0.006459794,CCC(C)N=c1[nH]c(Cl)nc(=NCC)[nH]1,4.5909E+12
200323,Sebuthylazine,C18-Mixed,Acetonitrile,5,Acetate,11.98,57763020840,1409.239,0.016149485,CCC(C)N=c1[nH]c(Cl)nc(=NCC)[nH]1,3.57677E+12
200323,Sebuthylazine,C18-Mixed,Acetonitrile,5,Acetate,11.98,94277931133,1827.354,0.032298969,CCC(C)N=c1[nH]c(Cl)nc(=NCC)[nH]1,2.91891E+12
200323,Sebuthylazine,C18-Mixed,Acetonitrile,5,Acetate,11.98,1.43588E+11,4666.699,0.064597939,CCC(C)N=c1[nH]c(Cl)nc(=NCC)[nH]1,2.22279E+12
200323,Sebuthylazine,C18-Mixed,Methanol,5,Acetate,14.99,13944790890,732.894,0.003229897,CCC(C)N=c1[nH]c(Cl)nc(=NCC)[nH]1,4.31741E+12
200323,Sebuthylazine,C18-Mixed,Methanol,5,Acetate,14.99,28169437192,1730.059,0.006459794,CCC(C)N=c1[nH]c(Cl)nc(=NCC)[nH]1,4.36073E+12
200323,Sebuthylazine,C18-Mixed,Methanol,5,Acetate,14.99,58719029913,4839.833,0.016149485,CCC(C)N=c1[nH]c(Cl)nc(=NCC)[nH]1,3.63597E+12
200323,Sebuthylazine,C18-Mixed,Methanol,5,Acetate,14.99,1.00286E+11,5324.693,0.032298969,CCC(C)N=c1[nH]c(Cl)nc(=NCC)[nH]1,3.10492E+12
200323,Sebuthylazine,C18-Mixed,Methanol,5,Acetate,14.99,1.55397E+11,8458.192,0.064597939,CCC(C)N=c1[nH]c(Cl)nc(=NCC)[nH]1,2.40561E+12
200323,Simazine,C18-Mixed,Acetonitrile,5,Acetate,9.27,8112672087,139.477,0.003901723,CCN=c1nc(Cl)[nH]c(=NCC)[nH]1,2.07925E+12
200323,Simazine,C18-Mixed,Acetonitrile,5,Acetate,9.29,13700477285,270.385,0.007803447,CCN=c1nc(Cl)[nH]c(=NCC)[nH]1,1.7557E+12
200323,Simazine,C18-Mixed,Acetonitrile,5,Acetate,9.27,26017355102,417.544,0.019508617,CCN=c1nc(Cl)[nH]c(=NCC)[nH]1,1.33363E+12
200323,Simazine,C18-Mixed,Acetonitrile,5,Acetate,9.27,43614972779,463.835,0.039017233,CCN=c1nc(Cl)[nH]c(=NCC)[nH]1,1.11784E+12
200323,Simazine,C18-Mixed,Acetonitrile,5,Acetate,9.27,68768927441,996.73,0.078034466,CCN=c1nc(Cl)[nH]c(=NCC)[nH]1,8.81264E+11
200323,Simazine,C18-Mixed,Methanol,5,Acetate,12.42,5635300859,309.84,0.003901723,CCN=c1nc(Cl)[nH]c(=NCC)[nH]1,1.44431E+12
200323,Simazine,C18-Mixed,Methanol,5,Acetate,12.42,11027249421,810.89,0.007803447,CCN=c1nc(Cl)[nH]c(=NCC)[nH]1,1.41313E+12
200323,Simazine,C18-Mixed,Methanol,5,Acetate,12.42,24072234056,1556.937,0.019508617,CCN=c1nc(Cl)[nH]c(=NCC)[nH]1,1.23393E+12
200323,Simazine,C18-Mixed,Methanol,5,Acetate,12.42,45180768509,2978.789,0.039017233,CCN=c1nc(Cl)[nH]c(=NCC)[nH]1,1.15797E+12
200323,Simazine,C18-Mixed,Methanol,5,Acetate,12.42,78724377055,4408.45,0.078034466,CCN=c1nc(Cl)[nH]c(=NCC)[nH]1,1.00884E+12
200323,Simvastatin,C18-Mixed,Acetonitrile,5,Acetate,16.35,25925906.78,5.073,0.001785996,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)O3)O)[C@@H]12,14516219528
200323,Simvastatin,C18-Mixed,Acetonitrile,5,Acetate,16.36,24729888.18,7.088,0.003571992,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)O3)O)[C@@H]12,6923277335
200323,Simvastatin,C18-Mixed,Acetonitrile,5,Acetate,16.35,121083484.6,32.551,0.008929979,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)O3)O)[C@@H]12,13559212867
200323,Simvastatin,C18-Mixed,Acetonitrile,5,Acetate,16.37,213932771,47.72,0.017859958,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)O3)O)[C@@H]12,11978346965
200323,Simvastatin,C18-Mixed,Acetonitrile,5,Acetate,16.35,310419135.7,49.939,0.035719916,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)O3)O)[C@@H]12,8690365890
200323,Simvastatin,C18-Mixed,Methanol,5,Acetate,19.08,32953575.9,8.229,0.003571992,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)O3)O)[C@@H]12,9225546977
200323,Simvastatin,C18-Mixed,Methanol,5,Acetate,19.08,69452651.62,11.903,0.008929979,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)O3)O)[C@@H]12,7777470976
200323,Simvastatin,C18-Mixed,Methanol,5,Acetate,19.08,132730036.9,24.964,0.017859958,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)O3)O)[C@@H]12,7431710565
200323,Simvastatin,C18-Mixed,Methanol,5,Acetate,19.06,201874182.7,22.467,0.035719916,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)O3)O)[C@@H]12,5651586224
200323,Sudan I,C18-Mixed,Acetonitrile,5,Acetate,16.77,11534551594,1754.346,0.003189855,c1ccc(cc1)/N=N/c1c2ccccc2ccc1O,3.61601E+12
200323,Sudan I,C18-Mixed,Acetonitrile,5,Acetate,16.77,23388277448,4435.895,0.006379711,c1ccc(cc1)/N=N/c1c2ccccc2ccc1O,3.66604E+12
200323,Sudan I,C18-Mixed,Acetonitrile,5,Acetate,16.77,58776365104,8469.598,0.015949277,c1ccc(cc1)/N=N/c1c2ccccc2ccc1O,3.68521E+12
200323,Sudan I,C18-Mixed,Acetonitrile,5,Acetate,16.77,1.02965E+11,11670.01,0.031898554,c1ccc(cc1)/N=N/c1c2ccccc2ccc1O,3.2279E+12
200323,Sudan I,C18-Mixed,Acetonitrile,5,Acetate,16.77,1.34734E+11,11669.849,0.063797108,c1ccc(cc1)/N=N/c1c2ccccc2ccc1O,2.11191E+12
200323,Sudan I,C18-Mixed,Methanol,5,Acetate,19.21,14611636679,2358.777,0.003189855,c1ccc(cc1)/N=N/c1c2ccccc2ccc1O,4.58066E+12
200323,Sudan I,C18-Mixed,Methanol,5,Acetate,19.21,33334852592,6216.154,0.006379711,c1ccc(cc1)/N=N/c1c2ccccc2ccc1O,5.22514E+12
200323,Sudan I,C18-Mixed,Methanol,5,Acetate,19.21,82428620050,13853.459,0.015949277,c1ccc(cc1)/N=N/c1c2ccccc2ccc1O,5.16817E+12
200323,Sudan I,C18-Mixed,Methanol,5,Acetate,19.21,1.23976E+11,14302.239,0.031898554,c1ccc(cc1)/N=N/c1c2ccccc2ccc1O,3.88657E+12
200323,Sudan I,C18-Mixed,Methanol,5,Acetate,19.21,1.59049E+11,13152.761,0.063797108,c1ccc(cc1)/N=N/c1c2ccccc2ccc1O,2.49304E+12
200323,Sulfamethazine,C18-Mixed,Acetonitrile,5,Acetate,6.41,3674780917,89.488,0.002730572,Cc1cc(C)nc(n1)NS(=O)(=O)c1ccc(cc1)N,1.34579E+12
200323,Sulfamethazine,C18-Mixed,Acetonitrile,5,Acetate,6.43,6671803976,182.806,0.005461143,Cc1cc(C)nc(n1)NS(=O)(=O)c1ccc(cc1)N,1.22169E+12
200323,Sulfamethazine,C18-Mixed,Acetonitrile,5,Acetate,6.43,12936805956,360.563,0.013652858,Cc1cc(C)nc(n1)NS(=O)(=O)c1ccc(cc1)N,9.47553E+11
200323,Sulfamethazine,C18-Mixed,Acetonitrile,5,Acetate,6.41,22841191337,497.691,0.027305716,Cc1cc(C)nc(n1)NS(=O)(=O)c1ccc(cc1)N,8.36499E+11
200323,Sulfamethazine,C18-Mixed,Acetonitrile,5,Acetate,6.41,38822391469,942.911,0.054611432,Cc1cc(C)nc(n1)NS(=O)(=O)c1ccc(cc1)N,7.10884E+11
200323,Sulfamethazine,C18-Mixed,Methanol,5,Acetate,7.93,3353952853,132.167,0.002730572,Cc1cc(C)nc(n1)NS(=O)(=O)c1ccc(cc1)N,1.2283E+12
200323,Sulfamethazine,C18-Mixed,Methanol,5,Acetate,7.93,6241537587,285.606,0.005461143,Cc1cc(C)nc(n1)NS(=O)(=O)c1ccc(cc1)N,1.1429E+12
200323,Sulfamethazine,C18-Mixed,Methanol,5,Acetate,7.93,13795339233,588.947,0.013652858,Cc1cc(C)nc(n1)NS(=O)(=O)c1ccc(cc1)N,1.01044E+12
200323,Sulfamethazine,C18-Mixed,Methanol,5,Acetate,7.93,25494765875,935.793,0.027305716,Cc1cc(C)nc(n1)NS(=O)(=O)c1ccc(cc1)N,9.33679E+11
200323,Sulfamethazine,C18-Mixed,Methanol,5,Acetate,7.93,41977593141,1275.966,0.054611432,Cc1cc(C)nc(n1)NS(=O)(=O)c1ccc(cc1)N,7.68659E+11
200323,Sulfapyridine,C18-Mixed,Acetonitrile,5,Acetate,5.54,2090628179,380.528,0.003089895,c1ccnc(c1)NS(=O)(=O)c1ccc(cc1)N,6.76602E+11
200323,Sulfapyridine,C18-Mixed,Acetonitrile,5,Acetate,5.54,3612424595,480.381,0.006179791,c1ccnc(c1)NS(=O)(=O)c1ccc(cc1)N,5.84555E+11
200323,Sulfapyridine,C18-Mixed,Acetonitrile,5,Acetate,5.54,7524899408,1104.161,0.015449476,c1ccnc(c1)NS(=O)(=O)c1ccc(cc1)N,4.87065E+11
200323,Sulfapyridine,C18-Mixed,Acetonitrile,5,Acetate,5.54,12567192535,2249.968,0.030898953,c1ccnc(c1)NS(=O)(=O)c1ccc(cc1)N,4.06719E+11
200323,Sulfapyridine,C18-Mixed,Acetonitrile,5,Acetate,5.54,21099120123,3684.203,0.061797906,c1ccnc(c1)NS(=O)(=O)c1ccc(cc1)N,3.41421E+11
200323,Sulfapyridine,C18-Mixed,Methanol,5,Acetate,6.54,1778144787,413.106,0.003089895,c1ccnc(c1)NS(=O)(=O)c1ccc(cc1)N,5.75471E+11
200323,Sulfapyridine,C18-Mixed,Methanol,5,Acetate,6.54,3481626632,733.565,0.006179791,c1ccnc(c1)NS(=O)(=O)c1ccc(cc1)N,5.63389E+11
200323,Sulfapyridine,C18-Mixed,Methanol,5,Acetate,6.53,7727061870,1902.623,0.015449476,c1ccnc(c1)NS(=O)(=O)c1ccc(cc1)N,5.0015E+11
200323,Sulfapyridine,C18-Mixed,Methanol,5,Acetate,6.53,13745049890,2977.866,0.030898953,c1ccnc(c1)NS(=O)(=O)c1ccc(cc1)N,4.44839E+11
